step,reward,agent_decisions,shield_interventions,shield_rate,expert_agreements,expert_agreement_rate,sensor_corruption_rate,incident_active,system_total_running,system_total_backlogged,system_total_stopped,system_total_arrived,system_total_departed,system_total_teleported,system_total_waiting_time,system_mean_waiting_time,system_mean_speed,1_stopped,1_accumulated_waiting_time,1_average_speed,2_stopped,2_accumulated_waiting_time,2_average_speed,5_stopped,5_accumulated_waiting_time,5_average_speed,6_stopped,6_accumulated_waiting_time,6_average_speed,agents_total_stopped,agents_total_accumulated_waiting_time
235.0,0.0,188,0,0.0,188,1.0,0.0,0,22,0,0,89,111,0,0.0,0.0,9.306737184231785,0,25.0,0.22578398273756933,0,0.0,0.9530508034605655,0,2.0,0.8519170292104613,0,4.0,0.9291208584347729,0,31.0
240.0,-1.0,192,0,0.0,192,1.0,0.0,0,22,0,4,89,111,0,10.0,0.45454545454545453,8.354162821585193,3,23.0,0.002987804588604944,0,2.0,0.9193509843975753,1,2.0,0.637288065244513,0,2.0,0.5170257312753286,4,29.0
245.0,-1.25,196,0,0.0,196,1.0,0.0,0,24,0,5,91,115,0,15.0,0.625,8.16457244372023,1,23.0,0.4691701475664982,0,2.0,0.970848008532306,1,1.0,0.32756369952471975,3,11.0,0.24996009755183649,5,37.0
250.0,-0.75,200,0,0.0,200,1.0,0.0,0,24,0,3,94,118,0,12.0,0.5,8.729622826288077,0,5.0,0.8329948797031084,1,4.0,0.495802653227324,2,12.0,0.6135318586053857,0,13.0,0.38135891543107675,3,34.0
255.0,-0.25,204,0,0.0,204,1.0,0.0,0,21,0,1,98,119,0,3.0,0.14285714285714285,9.363936650894406,0,0.0,0.6915521576354454,0,2.0,0.5107469391856275,0,9.0,0.7074832202591129,1,5.0,0.638207329844133,1,16.0
260.0,-0.75,208,0,0.0,208,1.0,0.0,0,23,0,3,98,121,0,8.0,0.34782608695652173,7.930471402096729,1,3.0,0.19282325539918774,1,4.0,0.02130955516087332,0,0.0,0.6538491775938675,1,3.0,0.3389786531827737,3,10.0
265.0,-1.5,212,0,0.0,212,1.0,0.0,0,24,0,6,100,124,0,16.0,0.6666666666666666,6.960413891983833,1,7.0,0.30843845007146803,0,2.0,0.6182218338162998,3,7.0,0.39674857426817267,2,10.0,0.00012159628446933263,6,26.0
270.0,-1.25,216,0,0.0,216,1.0,0.0,0,21,0,5,104,125,0,27.0,1.2857142857142858,7.512338867349978,0,1.0,0.7541980390110393,0,0.0,0.9478076193322544,5,29.0,0.3119132321128376,0,7.0,0.6708537820717949,5,37.0
275.0,-1.0,220,0,0.0,220,1.0,0.0,0,20,0,4,107,127,0,24.0,1.2,7.739784679973694,1,4.0,0.7120748616975754,0,0.0,1.0,3,40.0,0.3300668672374468,0,2.0,0.7764623869041034,4,46.0
280.0,-1.75,224,0,0.0,224,1.0,0.0,0,20,0,7,107,127,0,50.0,2.5,5.648109111843707,2,11.0,0.23927653168579152,0,0.0,0.9278481722783799,4,41.0,0.18145661819211328,1,3.0,0.351665082048539,7,55.0
285.0,-0.75,228,0,0.0,228,1.0,0.0,0,19,0,3,109,128,0,12.0,0.631578947368421,5.916110942791066,0,9.0,0.5608072217762384,0,0.0,0.9110931449841796,3,40.0,0.04928464943997119,0,2.0,0.595108596206144,3,51.0
290.0,-1.0,232,0,0.0,232,1.0,0.0,0,18,0,4,111,129,0,20.0,1.1111111111111112,8.218045944001922,0,0.0,0.5138435834986391,1,1.0,0.49075382904842996,3,31.0,0.41066050651828573,0,2.0,0.8299618460778128,4,34.0
295.0,-0.5,236,0,0.0,236,1.0,0.0,0,19,0,2,112,131,0,7.0,0.3684210526315789,8.430944714187376,1,4.0,0.3625554900078986,0,0.0,0.9848167515951254,1,31.0,0.47236991537554823,0,2.0,0.8002172018158539,2,37.0
300.0,-0.75,240,0,0.0,240,1.0,0.0,0,18,0,3,114,132,0,18.0,1.0,8.138140462589979,2,10.0,0.0009438518748259881,0,0.0,0.9617858046556815,1,18.0,0.4911002189423096,0,4.0,0.6482158596943641,3,32.0
305.0,-0.5,244,0,0.0,244,1.0,0.0,0,17,0,2,115,132,0,4.0,0.23529411764705882,7.112738380638747,0,4.0,0.2202080962370613,0,0.0,0.9618498921460585,0,0.0,0.12656426343591612,2,8.0,0.477715176091641,2,12.0
310.0,-0.5,248,0,0.0,248,1.0,0.0,0,18,0,2,117,135,0,8.0,0.4444444444444444,8.688134838187786,0,0.0,0.9271723828892973,0,2.0,0.9176257123595227,2,8.0,0.00048409225515759274,0,12.0,0.5667121423879371,2,22.0
315.0,-0.5,252,0,0.0,252,1.0,0.0,0,17,0,2,119,136,0,7.0,0.4117647058823529,9.057754726982253,0,0.0,0.9606842089182207,0,2.0,0.9176315638299742,0,6.0,0.5929135441116914,2,11.0,0.494407840323831,2,19.0
